country,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,weight,freight_cost,location,distance
9,4,0,30,400,9304,23,0.78,40,-358,8,9157
9,3,0,60,30000,313500,10,0.17,10210,16392,9,3157
6,2,3,60,12,216,18,0.3,3622,9181,9,8074
6,2,3,200,2200,3914,1,0.01,3622,9181,7,8670
5,3,2,30,117359,997551,8,0.28,10329,31530,2,5355
9,3,0,60,20500,228575,11,0.19,2904,13223,9,3157
6,2,3,30,9612,183096,19,0.64,3622,9181,9,8074
6,2,2,30,137654,944306,6,0.23,9147,10314,9,8074
2,3,0,240,705,1064,1,0.01,346,2429,9,14446
7,3,0,60,36426,296143,8,0.14,4609,16581,9,5659
6,2,3,30,1,11,11,0.37,3622,9181,9,8074
7,0,0,30,18544,340096,18,0.61,1478,312,7,6771
2,3,2,60,3300,13035,3,0.07,16350,15028,2,14325
6,2,2,90,1515,15119,9,0.11,201,3134,9,8074
9,3,0,60,21858,184044,8,0.14,2777,3461,9,3157
2,3,0,30,2894,3617,1,0.04,1486,11749,9,14446
6,2,3,120,27,742,27,0.23,3622,9181,1,7877
6,2,3,120,36,2509,69,0.58,3622,9181,1,7877
6,2,2,60,37870,103006,2,0.05,4121,3957,9,8074
2,3,2,60,889,3200,3,0.06,94,1350,2,14325
10,3,0,60,20000,43000,2,0.04,1044,4145,9,6906
9,4,0,120,1969,119754,60,0.51,484,565,8,9157
10,3,0,30,11811,69684,5,0.2,1184,4904,9,6906
9,3,0,30,3000,6720,2,0.07,436,238,9,3157
5,3,0,240,9690,14631,1,0.01,3790,65260,9,5921
9,3,0,60,100,1750,17,0.29,2128,6784,2,3641
2,3,2,240,2040,4080,2,0.01,3622,9181,9,14446
9,3,0,60,112,1618,14,0.24,1701,3288,9,3157
9,3,0,30,11592,52048,4,0.15,3622,9181,2,3641
4,3,0,30,10150,228375,22,0.75,1360,6665,2,7134
6,2,3,60,143,2313,16,0.27,3622,9181,9,8074
9,4,0,30,319,7419,23,0.78,1736,4265,8,9157
7,3,0,60,28663,74523,2,0.04,3380,16603,9,5659
3,4,0,60,120,822,6,0.11,22,-172,8,8163
9,3,0,30,84000,965160,11,0.38,9479,13402,2,3641
2,3,0,30,5000,100000,20,0.67,670,3909,2,14325
9,3,0,60,336,2520,7,0.12,120,8013,2,3641
6,2,2,30,43280,287812,6,0.22,4040,5121,9,8074
6,2,3,30,300,1046,3,0.12,3622,9181,9,8074
1,4,0,60,7850,46629,5,0.1,909,5020,8,5008
6,2,2,60,152535,361507,2,0.04,7698,10372,9,8074
6,2,3,30,12,281,23,0.78,3622,9181,9,8074
6,2,3,30,3,42,14,0.47,3622,9181,9,8074
9,3,0,60,19920,114340,5,0.1,1936,4314,9,3157
6,2,3,200,500,1303,2,0.01,3622,9181,9,8074
6,2,0,30,47625,372427,7,0.26,3243,881,9,8074
6,2,2,30,32280,146228,4,0.15,7017,10372,9,8074
6,2,0,30,26991,211069,7,0.26,1842,4298,9,8074
6,2,3,240,29,228,7,0.03,3622,9181,9,8074
6,2,3,30,39,117,3,0.1,3622,9181,9,8074
6,2,3,30,206,4365,21,0.71,3622,9181,9,8074
6,2,2,90,25000,204250,8,0.09,3313,3689,9,8074
6,2,3,60,19,407,21,0.36,3622,9181,9,8074
9,3,0,60,25000,65000,2,0.04,3098,11745,2,3641
11,3,0,90,14164,131725,9,0.1,884,7280,9,6980
2,3,2,240,1295,1955,1,0.01,536,893,9,14446
9,3,0,30,3548,14369,4,0.13,3622,9181,9,3157
2,3,2,60,16435,133123,8,0.13,3622,9181,9,14446
2,3,0,240,2052,3098,1,0.01,908,5438,9,14446
10,0,0,120,10000,369100,36,0.31,2294,100,8,7464
9,4,0,120,4280,351816,82,0.68,1063,10167,8,9157
6,2,2,30,64269,427388,6,0.22,5999,12829,9,8074
6,2,3,30,4,44,11,0.37,3622,9181,9,8074
7,3,0,90,15041,139881,9,0.1,949,3673,9,5659
9,3,0,30,6549,92340,14,0.47,1208,2306,2,3641
9,3,0,60,9000,72900,8,0.13,3622,9181,2,3641
7,0,0,30,1000,23670,23,0.79,335,-112,7,6771
6,2,3,60,216,5512,25,0.43,3622,9181,9,8074
1,4,0,60,4600,27324,5,0.1,535,4924,8,5008
7,3,0,60,426,11114,26,0.43,45,13,9,5659
6,2,0,60,33338,84345,2,0.04,1791,791,9,8074
2,4,0,120,15560,287393,18,0.15,3834,15386,8,7877
5,3,0,240,4534,38539,8,0.04,1631,12116,9,5921
9,4,0,30,373,8675,23,0.78,55,-983,8,9157
6,2,3,60,11,198,18,0.3,3622,9181,9,8074
6,2,3,240,16,367,22,0.1,3622,9181,9,8074
7,3,0,30,5175,116437,22,0.75,775,3136,2,5091
1,0,0,60,4245,40327,9,0.16,833,134,7,4338
6,2,3,30,800,21392,26,0.89,3622,9181,3,573
2,4,0,120,646,12480,19,0.16,166,-263,8,7877
6,2,3,30,11,332,30,1.01,3622,9181,9,8074
9,3,0,30,5451,76859,14,0.47,1675,2401,2,3641
6,2,3,60,16,499,31,0.52,3622,9181,9,8074
1,4,0,120,7320,264691,36,0.3,1838,12562,8,5008
9,3,0,240,136,251,1,0.01,173,79,9,3157
6,2,2,240,20000,185600,9,0.04,7664,16022,4,15035
6,2,2,60,168711,416716,2,0.04,8183,11225,9,8074
6,2,3,60,82,4392,53,0.89,3622,9181,9,8074
9,4,0,120,5530,454566,82,0.68,1348,9670,8,9157
6,2,2,30,2247,5482,2,0.08,3622,9181,9,8074
8,3,0,100,11310,14703,1,0.01,2454,9898,9,5524
6,2,3,60,23,528,23,0.38,3622,9181,9,8074
6,2,3,60,23,315,13,0.23,3622,9181,9,8074
6,2,2,240,55000,114400,2,0.01,20419,16267,9,8074
9,3,0,60,20000,165000,8,0.14,1951,12083,9,3157
9,3,0,60,20000,129800,6,0.11,1725,2273,2,3641
6,2,3,60,203,1855,9,0.15,3622,9181,9,8074
6,2,3,240,1000,6669,6,0.03,3622,9181,4,15035
8,4,0,120,60,2169,36,0.3,36,-186,8,5868
0,3,0,30,550,6050,11,0.37,3622,9181,9,6583
8,2,0,120,150,11250,75,0.62,49,-525,1,4823
6,2,3,30,540,25796,47,1.59,3622,9181,3,573
10,3,0,30,300000,1722000,5,0.19,24233,118474,2,6339
9,3,0,60,331,4220,12,0.21,2951,6211,2,3641
9,3,0,30,30704,137860,4,0.15,3622,9181,2,3641
9,3,0,60,1302,5403,4,0.07,4587,10252,2,3641
2,3,2,60,34080,318648,9,0.16,4726,6208,2,14325
6,2,3,30,42,507,12,0.4,3622,9181,9,8074
6,2,2,30,106589,480716,4,0.15,9061,8323,9,8074
0,3,0,30,171,1453,8,0.28,81,1782,9,6583
5,3,0,60,1411,46563,33,0.55,145,950,9,5921
6,2,3,30,121,1671,13,0.46,3622,9181,2,7527
3,0,0,60,276,14904,54,0.9,3622,9181,1,7096
4,4,0,120,500,18080,36,0.3,130,599,8,4614
8,3,0,100,1503,1953,1,0.01,3622,9181,9,5524
6,2,2,30,91772,390948,4,0.14,7797,6292,9,8074
6,2,3,30,153,1724,11,0.38,3622,9181,9,8074
9,3,0,240,564,1099,1,0.01,5939,9770,9,3157
6,2,3,30,7,99,14,0.47,3622,9181,9,8074
8,0,0,60,1299,72094,55,0.92,137,-691,0,6190
6,2,3,60,119,839,7,0.12,3622,9181,9,8074
2,3,0,120,5240,157200,30,0.25,3622,9181,9,14446
6,2,3,240,43,339,7,0.03,3622,9181,9,8074
6,2,3,30,135,1865,13,0.46,3622,9181,2,7527
6,2,3,30,4,78,19,0.66,3622,9181,9,8074
9,3,0,30,27122,311631,11,0.38,2843,8740,2,3641
6,2,3,30,1,22,22,0.75,3622,9181,9,8074
2,4,0,60,520,3088,5,0.1,65,-108,8,7877
6,2,3,30,23,499,21,0.72,3622,9181,9,8074
8,0,0,60,55,5032,91,1.52,6,-901,0,6190
9,3,0,60,1652,10721,6,0.11,146,-254,2,3641
2,3,2,60,5324,22094,4,0.07,4654,7538,2,14325
6,2,0,30,34560,161395,4,0.16,3240,3263,9,8074
7,3,0,60,1135,29612,26,0.43,103,308,9,5659
1,4,0,120,11480,415116,36,0.3,4794,27238,8,5008
7,3,0,60,36000,129600,3,0.06,2205,8815,2,5091
6,2,2,240,4529,9601,2,0.01,1679,2524,9,8074
0,3,0,30,984,1230,1,0.04,53,-62,9,6583
7,3,0,60,1065,27785,26,0.43,112,122,9,5659
6,2,3,30,1500,29714,19,0.66,3622,9181,9,8074
6,2,3,60,39,746,19,0.32,3622,9181,10,8994
8,3,0,100,10368,13478,1,0.01,3622,9181,9,5524
9,3,0,60,1200,13308,11,0.18,128,69,2,3641
6,2,3,60,191,1261,6,0.11,3622,9181,9,8074
8,3,0,60,60929,493524,8,0.13,8638,29764,9,5524
6,2,3,240,24,588,24,0.1,3622,9181,9,8074
6,2,3,240,60,1470,24,0.1,3622,9181,9,8074
6,2,3,60,17,460,27,0.45,3622,9181,9,8074
9,3,0,240,837,1548,1,0.01,526,5368,9,3157
7,3,2,60,115000,414000,3,0.06,10504,27270,2,5091
9,4,0,120,5600,340592,60,0.51,1368,3489,8,9157
1,0,0,60,415,2905,7,0.12,3622,9181,7,4338
6,2,2,240,3971,8418,2,0.01,1472,2524,9,8074
10,3,0,60,42813,96329,2,0.04,4369,21508,9,6906
9,3,0,30,5000,16500,3,0.11,3622,9181,9,3157
9,3,0,60,15211,120927,7,0.13,3622,9181,9,3157
9,3,0,30,23389,268739,11,0.38,2741,3802,2,3641
9,3,0,30,252,3276,13,0.43,1553,12320,9,3157
6,2,3,120,12,424,35,0.29,3622,9181,1,7877
9,3,0,60,15040,86329,5,0.1,1481,5390,9,3157
8,4,0,60,417,2856,6,0.11,65,-113,8,5868
6,2,3,30,20,434,21,0.72,3622,9181,9,8074
6,2,2,60,50000,421000,8,0.14,4603,7033,9,8074
7,3,0,90,9959,92618,9,0.1,630,2416,9,5659
9,3,0,60,12000,87000,7,0.12,664,5247,2,3641
6,2,3,60,3,38,12,0.21,3622,9181,9,8074
2,3,2,60,14520,99026,6,0.11,3622,9181,9,14446
6,2,3,30,4292,17235,4,0.13,3622,9181,9,8074
8,3,0,30,50000,162000,3,0.11,5593,18759,9,5524
9,4,0,120,5188,315534,60,0.51,1138,2622,8,9157
3,4,0,60,2464,16878,6,0.11,361,2669,8,8163
6,2,2,30,63967,289770,4,0.15,5491,14331,9,8074
2,3,2,30,46500,499410,10,0.36,5342,8195,2,14325
6,2,3,30,15,45,3,0.1,3622,9181,9,8074
9,3,0,60,1008,8678,8,0.14,1015,2796,9,3157
9,3,0,30,21000,62580,2,0.1,3244,5195,9,3157
6,2,3,60,18,405,22,0.38,3622,9181,9,8074
0,3,0,60,150,322,2,0.04,25,765,9,6583
6,2,2,60,100000,282000,2,0.05,6297,6526,9,8074
6,2,3,240,17,91,5,0.02,3622,9181,9,8074
6,2,2,30,108129,489824,4,0.15,9280,14331,9,8074
9,3,0,30,23251,278779,11,0.4,2641,3503,2,3641
2,0,0,120,22,1465,66,0.55,3622,9181,11,627
6,2,3,30,112,2141,19,0.64,3622,9181,2,7527
6,2,2,90,22643,225977,9,0.11,3000,3573,9,8074
4,3,0,60,2221,13192,5,0.1,252,1969,8,4614
6,2,2,30,64316,290065,4,0.15,5467,8323,9,8074
2,4,0,60,2697,16020,5,0.1,1825,3126,8,7877
6,2,3,240,13,103,8,0.03,3622,9181,9,8074
9,3,0,60,19600,120540,6,0.1,1926,11423,9,3157
1,4,2,120,9800,302036,30,0.26,3622,9181,8,5008
0,3,0,60,980,7947,8,0.14,116,1322,9,6583
6,2,2,30,128620,547921,4,0.14,10643,6292,9,8074
5,3,0,30,150,3000,20,0.67,197,4906,9,5921
2,3,0,60,19835,160663,8,0.13,2866,16036,9,14446
8,2,0,120,259,24123,93,0.78,43,-534,3,3989
9,3,0,30,30912,200928,6,0.22,2405,10448,2,3641
0,3,0,30,1100,12100,11,0.37,95,1453,9,6583
6,2,2,60,1033,7571,7,0.12,52,3295,9,8074
2,3,0,30,252,2142,8,0.28,16,471,9,14446
9,4,0,30,400,9304,23,0.78,3622,9181,8,9157
6,2,0,60,294346,756469,2,0.04,14550,19706,9,8074
9,4,0,30,200,4652,23,0.78,3622,9181,8,9157
5,3,2,60,37350,438862,11,0.2,3860,58186,2,5355
6,2,3,120,27,742,27,0.23,3622,9181,1,7877
1,4,0,60,760,5206,6,0.11,99,462,8,5008
7,3,0,60,16245,131584,8,0.13,2368,10363,9,5659
6,2,3,60,1,65,65,1.1,3622,9181,0,9211
6,2,3,30,36,534,14,0.5,3622,9181,2,7527
2,3,2,60,75816,492045,6,0.11,6452,9477,2,14325
2,4,0,60,160,1120,7,0.12,43,82,7,7294
7,3,2,30,35000,410900,11,0.39,3622,9181,2,5091
6,2,2,30,110291,497412,4,0.15,9375,8951,9,8074
2,3,2,60,2160,8532,3,0.07,3622,9181,2,14325
6,2,3,30,92,305,3,0.11,3622,9181,9,8074
6,2,0,30,57600,268992,4,0.16,4872,4886,9,8074
6,2,0,60,2004,5070,2,0.04,3,791,9,8074
5,3,0,60,912,18240,20,0.33,102,600,9,5921
4,3,0,30,300,477,1,0.05,14,-650,9,7633
5,0,0,30,558,8174,14,0.49,1297,22760,9,5921
11,3,0,30,9810,132336,13,0.45,962,5773,2,6420
6,2,3,60,74,521,7,0.12,3622,9181,9,8074
1,3,0,30,2100,42000,20,0.67,293,2316,2,8608
5,0,0,120,2240,83686,37,0.31,554,6531,9,5921
6,2,2,60,89674,243913,2,0.05,9667,16703,9,8074
6,2,3,120,8000,375880,46,0.39,3622,9181,8,8973
1,0,0,180,1184,20080,16,0.09,361,-217,0,5009
6,2,3,30,2837,73030,25,0.86,3622,9181,3,573
8,0,0,180,48,2400,50,0.28,11,-952,0,6190
6,2,3,60,226,4088,18,0.3,3622,9181,9,8074
9,3,0,30,42836,184194,4,0.14,3494,9711,2,3641
6,2,3,240,54,382,7,0.03,3622,9181,9,8074
9,3,0,30,30118,97281,3,0.11,1782,8648,9,3157
6,2,2,240,20000,185600,9,0.04,7656,8650,4,15035
6,2,3,30,6,71,11,0.39,3622,9181,9,8074
6,2,3,60,6,507,84,1.41,3622,9181,0,9211
6,2,3,120,101,2601,25,0.21,3622,9181,8,8973
9,4,0,120,560,46032,82,0.68,83,-564,8,9157
1,4,2,120,20580,634275,30,0.26,5139,39289,8,5008
9,3,0,60,168,1260,7,0.12,9,3138,2,3641
6,2,2,30,249500,1125245,4,0.15,21205,24129,9,8074
6,2,3,60,84,5795,68,1.15,3622,9181,9,8074
6,2,3,90,25,659,26,0.29,3622,9181,9,8074
11,4,0,60,9670,57439,5,0.1,1128,12330,8,7939
2,0,0,60,400,22200,55,0.92,3622,9181,0,7467
6,2,2,30,116218,526467,4,0.15,12410,9446,9,8074
6,2,0,60,34067,86189,2,0.04,1828,791,9,8074
6,2,3,30,1,15,15,0.51,3622,9181,9,8074
0,3,0,1000,1070,25680,24,0.02,902,4914,9,6583
6,2,3,240,13,103,8,0.03,3622,9181,9,8074
6,2,0,60,303125,779031,2,0.04,15006,19134,9,8074
9,3,0,60,20651,227161,11,0.18,2367,9648,9,3157
7,4,0,60,5273,31321,5,0.1,668,3835,8,6837
2,3,0,240,5730,10887,1,0.01,2254,11791,9,14446
5,0,0,30,5520,47251,8,0.29,516,1355,9,5921
8,1,0,120,288,19180,66,0.55,94,61,3,3989
6,2,3,30,119,394,3,0.11,3622,9181,9,8074
8,2,0,120,144,10800,75,0.62,47,-551,1,4823
6,2,3,120,47,2215,47,0.39,3622,9181,1,7877
6,2,3,120,3,76,25,0.21,3622,9181,1,7877
9,4,0,120,3010,247422,82,0.68,756,8193,8,9157
1,0,0,180,2737,46419,16,0.09,805,659,0,5009
6,2,3,30,1200,34631,28,0.96,3622,9181,3,573
6,2,3,60,17,98,5,0.1,3622,9181,8,8973
6,2,0,60,60234,447538,7,0.12,3221,2296,9,8074
9,4,0,120,4164,253254,60,0.51,992,2212,8,9157
9,3,0,60,27900,225990,8,0.13,3868,6238,2,3641
10,3,0,30,100000,735000,7,0.24,9369,49030,9,6906
8,3,0,100,10368,13478,1,0.01,2127,9898,9,5524
2,3,0,60,24000,196800,8,0.14,3622,9181,9,14446
9,3,0,60,14500,24940,1,0.03,3622,9181,9,3157
5,0,0,30,1630,13952,8,0.29,153,1483,9,5921
6,2,3,60,220,2011,9,0.15,3622,9181,9,8074
6,2,2,30,71984,478693,6,0.22,6719,8726,9,8074
6,2,3,60,10,162,16,0.27,3622,9181,7,8670
6,2,3,240,17,322,19,0.08,3622,9181,9,8074
6,2,3,30,4,60,15,0.51,3622,9181,9,8074
9,3,0,60,16500,183975,11,0.19,3802,25084,9,3157
6,2,2,30,174500,786995,4,0.15,14833,20555,9,8074
5,0,0,60,34464,310176,9,0.15,2768,28603,2,5355
6,2,3,60,150,910,6,0.1,3622,9181,7,8670
6,2,3,120,150,6083,40,0.34,3622,9181,8,8973
8,2,0,120,63,4195,66,0.55,57,-452,3,3989
6,2,3,30,11,240,21,0.73,3622,9181,9,8074
8,0,0,60,274,25071,91,1.52,28,-499,0,6190
6,2,2,60,10357,75916,7,0.12,523,2161,9,8074
4,3,0,60,7325,36625,5,0.08,455,3967,9,7633
6,2,3,90,2,9,4,0.05,3622,9181,7,8670
6,2,3,30,132,1487,11,0.38,3622,9181,9,8074
8,3,0,60,15021,60084,4,0.07,1411,12983,9,5524
11,3,1,60,55000,114400,2,0.03,5810,45213,9,6980
6,2,3,30,5,55,11,0.37,3622,9181,9,8074
2,3,0,30,4816,96320,20,0.67,647,3444,2,14325
5,0,0,60,26100,424125,16,0.27,2586,170,2,5355
6,2,0,30,38890,304119,7,0.26,2649,2908,9,8074
9,3,0,60,1247,3167,2,0.04,71,3035,9,3157
9,3,0,60,23063,155675,6,0.11,1984,2225,2,3641
9,3,0,60,12488,101777,8,0.14,1846,2314,9,3157
6,2,2,30,12346,84693,6,0.23,820,8177,9,8074
6,2,0,240,11640,34920,3,0.01,4386,11917,9,8074
9,3,0,60,8500,94775,11,0.19,3099,4018,9,3157
6,2,3,30,708,2696,3,0.13,3622,9181,9,8074
5,3,0,60,57364,129069,2,0.04,5468,47501,9,5921
6,2,3,60,24,551,23,0.38,3622,9181,9,8074
6,2,3,30,6715,127912,19,0.64,3622,9181,9,8074
5,0,0,30,276,2362,8,0.29,26,1187,9,5921
9,3,0,30,18616,188952,10,0.34,2101,3384,2,3641
6,2,3,30,22333,359064,16,0.54,3622,9181,9,8074
6,2,3,30,211,4768,22,0.75,3622,9181,9,8074
4,3,0,30,1200,1836,1,0.05,52,-572,9,7633
4,3,0,30,300,330,1,0.04,13,-635,6,3799
6,2,3,30,31,672,21,0.72,3622,9181,9,8074
6,2,0,30,53954,251965,4,0.16,4564,5105,9,8074
8,0,0,60,189,10489,55,0.92,19,-290,0,6190
6,2,3,60,12,212,17,0.3,3622,9181,9,8074
9,3,0,240,179,375,2,0.01,3622,9181,9,3157
6,2,3,240,43,317,7,0.03,3622,9181,9,8074
6,2,3,60,2314,26605,11,0.19,3622,9181,12,0
6,2,0,30,44717,349686,7,0.26,3071,2646,9,8074
6,2,2,30,108211,488031,4,0.15,3622,9181,9,8074
6,2,2,240,10233,21693,2,0.01,3542,5660,9,8074
6,2,3,60,62,1448,23,0.39,3622,9181,9,8074
2,4,0,120,1008,18809,18,0.16,406,1562,8,7877
8,4,0,60,579,3966,6,0.11,83,-200,8,5868
9,3,0,60,3881,15524,4,0.07,3622,9181,9,3157
6,2,3,60,22,282,12,0.21,3622,9181,9,8074
1,3,0,30,1400,31500,22,0.75,364,3171,2,8608
6,2,0,30,2016,15765,7,0.26,136,881,9,8074
8,4,0,60,2565,15236,5,0.1,304,1808,8,5868
6,2,2,90,300,2451,8,0.09,40,-578,9,8074
6,2,3,30,100,2733,27,0.91,3622,9181,3,573
5,3,0,60,607,4880,8,0.13,66,26,9,5921
2,3,0,60,1260,2318,1,0.03,3622,9181,9,14446
9,3,0,60,37215,320049,8,0.14,3622,9181,9,3157
5,4,0,60,1514,10370,6,0.11,204,949,8,6174
6,2,3,30,3,33,11,0.37,3622,9181,9,8074
6,2,3,60,45,2752,61,1.02,3622,9181,0,9211
6,2,2,30,28330,188394,6,0.22,2645,4112,9,8074
5,3,0,30,3000,60000,20,0.67,405,2484,2,5355
2,3,0,30,1052,18936,18,0.6,138,719,9,14446
8,3,0,30,61150,195068,3,0.11,3858,19553,9,5524
6,2,3,60,53,2642,49,0.83,3622,9181,9,8074
2,4,0,120,6050,111743,18,0.15,3622,9181,8,7877
8,2,0,120,93,7839,84,0.7,22,-860,1,4823
9,3,0,30,42699,490611,11,0.38,4806,17700,2,3641
9,3,0,240,309,648,2,0.01,3622,9181,9,3157
6,2,3,60,1,61,61,1.02,3622,9181,0,9211
2,3,0,120,140,5040,36,0.3,3622,9181,1,8250
6,2,3,60,15,978,65,1.09,3622,9181,1,7877
9,3,0,30,84,1092,13,0.43,6,-637,9,3157
9,3,0,60,388,5606,14,0.24,3622,9181,9,3157
6,2,3,60,12,216,18,0.3,3622,9181,9,8074
6,2,3,30,12,339,28,0.94,3622,9181,9,8074
6,2,2,60,356876,867208,2,0.04,16391,19258,9,8074
6,2,2,60,100000,730000,7,0.12,5177,9405,9,8074
6,2,2,30,88289,610076,6,0.23,7540,4460,9,8074
7,3,0,30,64980,214434,3,0.11,5578,17826,9,5659
6,2,3,60,161,1063,6,0.11,3622,9181,9,8074
9,4,0,120,8566,520984,60,0.51,2042,5969,8,9157
6,2,2,30,48000,310560,6,0.22,3247,6180,9,8074
6,2,3,30,44,532,12,0.4,3622,9181,9,8074
7,3,0,60,150000,1215000,8,0.13,21674,89677,9,5659
7,3,0,30,25741,84945,3,0.11,2210,8452,9,5659
6,2,2,240,14065,29817,2,0.01,6196,220,9,8074
1,0,0,30,6120,308448,50,1.68,3622,9181,0,5009
6,2,2,60,17470,128055,7,0.12,7765,3835,9,8074
9,3,0,60,5700,36993,6,0.11,498,477,2,3641
6,2,2,60,158124,384241,2,0.04,7467,19258,9,8074
7,3,0,30,53149,1057665,19,0.66,5808,27514,2,5091
6,2,2,30,119251,508009,4,0.14,9461,6292,9,8074
6,2,3,30,5049,19974,3,0.13,3622,9181,9,8074
6,2,3,120,31,798,25,0.21,3622,9181,8,8973
6,2,3,60,24,329,13,0.23,3622,9181,9,8074
10,3,0,60,40000,240000,6,0.1,3533,19188,9,6906
6,2,2,60,150000,373500,2,0.04,7670,7256,9,8074
6,2,3,90,10,170,17,0.19,3622,9181,9,8074
6,2,3,120,8000,375880,46,0.39,3622,9181,8,8973
6,2,0,60,26369,76997,2,0.05,3110,4159,9,8074
8,3,0,30,6000,120000,20,0.67,811,3139,2,4961
8,3,0,30,132,2640,20,0.67,12,25,9,5524
6,2,0,30,40319,278604,6,0.23,3545,4953,9,8074
6,2,3,30,1131,17468,15,0.52,3622,9181,9,8074
5,3,0,30,1680,33600,20,0.67,131,1004,9,5921
9,4,0,120,3885,236285,60,0.51,930,7303,8,9157
8,0,0,60,63,5764,91,1.52,7,-640,0,6190
2,3,2,60,2550,5074,1,0.03,199,4215,9,14446
6,2,3,60,146,964,6,0.11,3622,9181,9,8074
9,3,0,60,809,9222,11,0.19,81,-541,9,3157
2,3,0,60,600,32400,54,0.9,120,140,1,8250
6,2,2,60,69125,192858,2,0.05,7346,18261,9,8074
6,2,3,200,300,753,2,0.01,3622,9181,9,8074
9,3,0,60,800,14000,17,0.29,3002,5808,2,3641
9,3,0,60,6000,13500,2,0.04,594,113,9,3157
6,2,3,30,10000,173493,17,0.58,3622,9181,9,8074
6,2,3,60,10,177,17,0.3,3622,9181,9,8074
9,3,0,30,3696,24948,6,0.22,314,3885,2,3641
9,3,0,60,900,9981,11,0.18,100,1504,2,3641
2,3,0,60,26608,215524,8,0.13,3699,20146,2,14325
5,3,2,60,171925,388550,2,0.04,15683,35173,9,5921
2,0,0,60,40,380,9,0.16,3622,9181,7,7294
2,3,2,100,1200,5520,4,0.05,6433,6727,9,14446
9,3,0,30,40000,520000,13,0.43,4233,5878,2,3641
2,3,0,60,1926,6933,3,0.06,192,1971,9,14446
6,2,2,60,238627,565545,2,0.04,12045,16266,9,8074
6,2,3,200,500,3894,7,0.04,3622,9181,4,15035
2,3,0,240,255,1741,6,0.03,3622,9181,9,14446
9,3,0,60,270,4050,15,0.25,358,4294,2,3641
6,2,3,30,3,90,30,1.01,3622,9181,9,8074
8,3,0,30,677,8801,13,0.43,46,458,9,5524
9,3,0,60,168,1218,7,0.12,3622,9181,9,3157
6,2,3,30,7,105,15,0.5,3622,9181,9,8074
6,2,3,30,154,1735,11,0.38,3622,9181,9,8074
8,4,0,60,295,2020,6,0.11,36,-124,8,5868
7,4,0,60,546,3243,5,0.1,3622,9181,8,6837
1,0,0,60,300,2850,9,0.16,3622,9181,7,4338
9,3,0,60,200,3148,15,0.26,22,2587,2,3641
5,3,0,30,1008,20160,20,0.67,213,2024,9,5921
5,3,0,240,1992,4183,2,0.01,777,5400,9,5921
5,3,0,60,26441,59492,2,0.04,2520,24593,9,5921
6,2,3,60,12,212,17,0.3,3622,9181,9,8074
9,3,0,60,4065,10569,2,0.04,497,5269,9,3157
2,4,0,60,240,1644,6,0.11,30,-123,8,7877
6,2,3,200,500,1368,2,0.01,3622,9181,9,8074
6,2,3,60,45,1175,26,0.44,3622,9181,9,8074
6,2,3,90,10,182,18,0.2,3622,9181,9,8074
9,3,0,60,632,8216,13,0.22,4669,7334,2,3641
6,2,0,30,40135,187430,4,0.16,3764,3263,9,8074
6,2,3,30,2700,52283,19,0.65,3622,9181,9,8074
6,2,3,30,12,261,21,0.73,3622,9181,9,8074
6,2,3,90,40,1303,32,0.36,3622,9181,9,8074
11,3,0,60,813,2845,3,0.06,60,344,2,6420
9,3,0,30,22232,225654,10,0.34,2510,3363,2,3641
5,3,0,30,16585,298530,18,0.6,3622,9181,9,5921
6,2,0,240,9630,30334,3,0.01,3732,3876,9,8074
9,4,0,30,429,9978,23,0.78,43,-579,8,9157
6,2,3,30,3700,98942,26,0.89,3622,9181,3,573
9,3,0,60,18406,202466,11,0.18,2571,12880,2,3641
9,3,0,60,9030,95718,10,0.18,1054,4726,9,3157
9,3,0,60,13877,57589,4,0.07,3622,9181,2,3641
5,4,0,60,3500,23975,6,0.11,442,5776,8,6174
6,2,3,30,9,27,3,0.1,3622,9181,9,8074
0,3,0,1000,1370,37401,27,0.03,1125,8693,5,9399
6,2,3,240,4,27,6,0.03,3622,9181,9,8074
9,4,0,30,100,2326,23,0.78,3622,9181,8,9157
5,0,0,30,610,8082,13,0.44,3622,9181,9,5921
6,2,3,240,35,959,27,0.11,3622,9181,9,8074
6,2,2,60,6000,16320,2,0.05,638,-346,9,8074
6,2,3,60,19,515,27,0.45,3622,9181,2,7527
6,2,2,30,7610,49236,6,0.22,3622,9181,9,8074
5,0,0,30,59609,357057,5,0.2,4227,32008,9,5921
6,2,3,90,21,357,17,0.19,3622,9181,9,8074
6,2,2,90,19214,191755,9,0.11,3622,9181,9,8074
5,0,0,60,61290,698706,11,0.19,7965,64851,2,5355
1,4,0,60,760,5206,6,0.11,97,575,8,5008
9,3,0,30,1760,3555,2,0.07,126,-202,9,3157
6,2,2,240,6736,13606,2,0.01,3622,9181,9,8074
8,0,0,120,807,53746,66,0.55,119,-679,3,3989
6,2,3,30,6,102,17,0.57,3622,9181,9,8074
2,3,2,30,43309,140321,3,0.11,5000,5914,9,14446
6,2,3,90,1,4,4,0.06,3622,9181,7,8670
6,2,3,90,24,632,26,0.29,3622,9181,9,8074
9,3,0,60,292,4231,14,0.24,30,3525,2,3641
11,0,0,60,164950,593820,3,0.06,9210,6510,2,6420
1,4,0,120,4809,162063,33,0.28,1196,16068,8,5008
